gender,id,injection-coordinates,injection-structures,product-id,strain,structure-abbrev,structure-color,structure-id,structure-name,transgenic-line
M,267538735,"[8640, 5030, 5030]","[{u'abbreviation': u'IF', u'color': u'FFA6FF', u'id': 12, u'name': u'Interfascicular nucleus raphe'}, {u'abbreviation': u'IPN', u'color': u'FFA6FF', u'id': 100, u'name': u'Interpeduncular nucleus'}, {u'abbreviation': u'MRN', u'color': u'FF90FF', u'id': 128, u'name': u'Midbrain reticular nucleus'}, {u'abbreviation': u'PRNr', u'color': u'FFC395', u'id': 146, u'name': u'Pontine reticular nucleus'}, {u'abbreviation': u'RL', u'color': u'FFA6FF', u'id': 197, u'name': u'Rostral linear nucleus raphe'}, {u'abbreviation': u'CLI', u'color': u'FFA6FF', u'id': 591, u'name': u'Central linear nucleus raphe'}, {u'abbreviation': u'CS', u'color': u'FFC395', u'id': 679, u'name': u'Superior central nucleus raphe'}, {u'abbreviation': u'VTA', u'color': u'FF90FF', u'id': 749, u'name': u'Ventral tegmental area'}, {u'abbreviation': u'PAG', u'color': u'FF90FF', u'id': 795, u'name': u'Periaqueductal gray'}, {u'abbreviation': u'DR', u'color': u'FFA6FF', u'id': 872, u'name': u'Dorsal nucleus raphe'}, {u'abbreviation': u'EW', u'color': u'FF90FF', u'id': 975, u'name': u'Edinger-Westphal nucleus'}]",5,C57BL/6J,IPN,FFA6FF,100,Interpeduncular nucleus,Erbb4-2A-CreERT2
M,112596790,"[3840, 4160, 8250]","[{u'abbreviation': u'AId', u'color': u'219866', u'id': 104, u'name': u'Agranular insular area, dorsal part'}, {u'abbreviation': u'AIv', u'color': u'219866', u'id': 119, u'name': u'Agranular insular area, ventral part'}, {u'abbreviation': u'MOp', u'color': u'1F9D5A', u'id': 985, u'name': u'Primary motor area'}, {u'abbreviation': u'GU', u'color': u'009C75', u'id': 1057, u'name': u'Gustatory areas'}]",5,C57BL/6J,AId,219866,104,"Agranular insular area, dorsal part",
F,181598954,"[3960, 2250, 6970]","[{u'abbreviation': u'MOp', u'color': u'1F9D5A', u'id': 985, u'name': u'Primary motor area'}, {u'abbreviation': u'MOs', u'color': u'1F9D5A', u'id': 993, u'name': u'Secondary motor area'}]",5,,MOs,1F9D5A,993,Secondary motor area,Gpr26-Cre_KO250
M,266176167,"[3780, 2210, 6960]","[{u'abbreviation': u'MOp', u'color': u'1F9D5A', u'id': 985, u'name': u'Primary motor area'}, {u'abbreviation': u'MOs', u'color': u'1F9D5A', u'id': 993, u'name': u'Secondary motor area'}]",5,B6.129,MOs,1F9D5A,993,Secondary motor area,Trib2-2A-CreERT2
M,263785543,"[7980, 4600, 5790]","[{u'abbreviation': u'MRN', u'color': u'FF90FF', u'id': 128, u'name': u'Midbrain reticular nucleus'}, {u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'SCm', u'color': u'FF90FF', u'id': 294, u'name': u'Superior colliculus, motor related'}, {u'abbreviation': u'SPFp', u'color': u'FF8084', u'id': 422, u'name': u'Subparafascicular nucleus, parvicellular part'}, {u'abbreviation': u'NPC', u'color': u'FF90FF', u'id': 634, u'name': u'Nucleus of the posterior commissure'}, {u'abbreviation': u'VTA', u'color': u'FF90FF', u'id': 749, u'name': u'Ventral tegmental area'}, {u'abbreviation': u'PAG', u'color': u'FF90FF', u'id': 795, u'name': u'Periaqueductal gray'}, {u'abbreviation': u'ZI', u'color': u'F2483B', u'id': 797, u'name': u'Zona incerta'}, {u'abbreviation': u'PF', u'color': u'FF909F', u'id': 930, u'name': u'Parafascicular nucleus'}, {u'abbreviation': u'PH', u'color': u'FF4C3E', u'id': 946, u'name': u'Posterior hypothalamic nucleus'}]",5,B6.129,MRN,FF90FF,128,Midbrain reticular nucleus,Slc17a6-IRES-Cre
M,112951804,"[6890, 2260, 8670]","[{u'abbreviation': u'SSp-bfd', u'color': u'188064', u'id': 329, u'name': u'Primary somatosensory area, barrel field'}, {u'abbreviation': u'SSs', u'color': u'188064', u'id': 378, u'name': u'Supplemental somatosensory area'}]",5,C57BL/6J,SSp-bfd,188064,329,"Primary somatosensory area, barrel field",
M,141603190,"[4100, 1810, 6110]","[{u'abbreviation': u'ACAd', u'color': u'40A666', u'id': 39, u'name': u'Anterior cingulate area, dorsal part'}, {u'abbreviation': u'MOs', u'color': u'1F9D5A', u'id': 993, u'name': u'Secondary motor area'}]",5,C57BL/6J,MOs,1F9D5A,993,Secondary motor area,
M,264319363,"[6510, 6850, 5830]","[{u'abbreviation': u'AHN', u'color': u'FF4C3E', u'id': 88, u'name': u'Anterior hypothalamic nucleus'}, {u'abbreviation': u'RCH', u'color': u'F2483B', u'id': 173, u'name': u'Retrochiasmatic area'}, {u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'ARH', u'color': u'FF5D50', u'id': 223, u'name': u'Arcuate hypothalamic nucleus'}, {u'abbreviation': u'TU', u'color': u'F2483B', u'id': 614, u'name': u'Tuberal nucleus'}, {u'abbreviation': u'VMH', u'color': u'FF4C3E', u'id': 693, u'name': u'Ventromedial hypothalamic nucleus'}, {u'abbreviation': u'DMH', u'color': u'FF5547', u'id': 830, u'name': u'Dorsomedial nucleus of the hypothalamus'}, {u'abbreviation': u'RSPagl', u'color': u'1AA698', u'id': 894, u'name': u'Retrosplenial area, lateral agranular part'}, {u'abbreviation': u'PMv', u'color': u'FF4C3E', u'id': 1004, u'name': u'Ventral premammillary nucleus'}]",5,B6.129,VMH,FF4C3E,693,Ventromedial hypothalamic nucleus,Esr1-2A-Cre
F,168162771,"[3890, 1560, 6300]","[{u'abbreviation': u'ACAd', u'color': u'40A666', u'id': 39, u'name': u'Anterior cingulate area, dorsal part'}, {u'abbreviation': u'MOs', u'color': u'1F9D5A', u'id': 993, u'name': u'Secondary motor area'}]",5,,MOs,1F9D5A,993,Secondary motor area,Rbp4-Cre_KL100
M,175019536,"[6630, 5020, 5520]","[{u'abbreviation': u'AM', u'color': u'FF909F', u'id': 127, u'name': u'Anteromedial nucleus'}, {u'abbreviation': u'RE', u'color': u'FF909F', u'id': 181, u'name': u'Nucleus of reuniens'}, {u'abbreviation': u'LH', u'color': u'FF909F', u'id': 186, u'name': u'Lateral habenula'}, {u'abbreviation': u'RH', u'color': u'FF909F', u'id': 189, u'name': u'Rhomboid nucleus'}, {u'abbreviation': u'RT', u'color': u'FF909F', u'id': 262, u'name': u'Reticular nucleus of the thalamus'}, {u'abbreviation': u'MD', u'color': u'FF909F', u'id': 362, u'name': u'Mediodorsal nucleus of thalamus'}, {u'abbreviation': u'SMT', u'color': u'FF909F', u'id': 366, u'name': u'Submedial nucleus of the thalamus'}, {u'abbreviation': u'SPFm', u'color': u'FF8084', u'id': 414, u'name': u'Subparafascicular nucleus, magnocellular part'}, {u'abbreviation': u'CM', u'color': u'FF909F', u'id': 599, u'name': u'Central medial nucleus of the thalamus'}, {u'abbreviation': u'VM', u'color': u'FF8084', u'id': 685, u'name': u'Ventral medial nucleus of the thalamus'}, {u'abbreviation': u'RSPv', u'color': u'1AA698', u'id': 886, u'name': u'Retrosplenial area, ventral part'}, {u'abbreviation': u'PCN', u'color': u'FF909F', u'id': 907, u'name': u'Paracentral nucleus'}, {u'abbreviation': u'PH', u'color': u'FF4C3E', u'id': 946, u'name': u'Posterior hypothalamic nucleus'}, {u'abbreviation': u'PR', u'color': u'FF909F', u'id': 1077, u'name': u'Perireunensis nucleus'}, {u'abbreviation': u'IAD', u'color': u'FF909F', u'id': 1113, u'name': u'Interanterodorsal nucleus of the thalamus'}, {u'abbreviation': u'IAM', u'color': u'FF909F', u'id': 1120, u'name': u'Interanteromedial nucleus of the thalamus'}]",5,C57BL/6J,RE,FF909F,181,Nucleus of reuniens,
M,127867804,"[8120, 4730, 5640]","[{u'abbreviation': u'IPN', u'color': u'FFA6FF', u'id': 100, u'name': u'Interpeduncular nucleus'}, {u'abbreviation': u'MRN', u'color': u'FF90FF', u'id': 128, u'name': u'Midbrain reticular nucleus'}, {u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'RN', u'color': u'FF90FF', u'id': 214, u'name': u'Red nucleus'}, {u'abbreviation': u'SNc', u'color': u'FFA6FF', u'id': 374, u'name': u'Substantia nigra, compact part'}, {u'abbreviation': u'VTA', u'color': u'FF90FF', u'id': 749, u'name': u'Ventral tegmental area'}, {u'abbreviation': u'PAG', u'color': u'FF90FF', u'id': 795, u'name': u'Periaqueductal gray'}, {u'abbreviation': u'RSPv', u'color': u'1AA698', u'id': 886, u'name': u'Retrosplenial area, ventral part'}, {u'abbreviation': u'PH', u'color': u'FF4C3E', u'id': 946, u'name': u'Posterior hypothalamic nucleus'}]",5,C57BL/6J,VTA,FF90FF,749,Ventral tegmental area,Erbb4-2A-CreERT2
F,232311959,"[9770, 3580, 9530]","[{u'abbreviation': u'ENTl', u'color': u'32B825', u'id': 918, u'name': u'Entorhinal area, lateral part'}, {u'abbreviation': u'ENTm', u'color': u'32B825', u'id': 926, u'name': u'Entorhinal area, medial part, dorsal zone'}, {u'abbreviation': u'VISpor', u'color': u'08858C', u'id': 312782628, u'name': u'Postrhinal area'}]",5,C57BL/6J,ENTl,32B825,918,"Entorhinal area, lateral part",Rbp4-Cre_KL100
M,181058463,"[11510, 6850, 6070]","[{u'abbreviation': u'IO', u'color': u'FFB3D9', u'id': 83, u'name': u'Inferior olivary complex'}, {u'abbreviation': u'AMB', u'color': u'FFB3D9', u'id': 135, u'name': u'Nucleus ambiguus'}, {u'abbreviation': u'IRN', u'color': u'FFB3D9', u'id': 136, u'name': u'Intermediate reticular nucleus'}, {u'abbreviation': u'LRN', u'color': u'FFB3D9', u'id': 235, u'name': u'Lateral reticular nucleus'}, {u'abbreviation': u'MARN', u'color': u'FFB3D9', u'id': 307, u'name': u'Magnocellular reticular nucleus'}, {u'abbreviation': u'VII', u'color': u'FFB3D9', u'id': 661, u'name': u'Facial motor nucleus'}, {u'abbreviation': u'PARN', u'color': u'FFB3D9', u'id': 852, u'name': u'Parvicellular reticular nucleus'}, {u'abbreviation': u'PGRNl', u'color': u'FFB3D9', u'id': 978, u'name': u'Paragigantocellular reticular nucleus, lateral part'}, {u'abbreviation': u'GRN', u'color': u'FFB3D9', u'id': 1048, u'name': u'Gigantocellular reticular nucleus'}]",5,C57BL/6J,PGRNl,FFB3D9,978,"Paragigantocellular reticular nucleus, lateral part",
F,287995889,"[3750, 1810, 5910]","[{u'abbreviation': u'ACAd', u'color': u'40A666', u'id': 39, u'name': u'Anterior cingulate area, dorsal part'}, {u'abbreviation': u'MOs', u'color': u'1F9D5A', u'id': 993, u'name': u'Secondary motor area'}]",5,FVB.CD1(ICR),MOs,1F9D5A,993,Secondary motor area,Efr3a-Cre_NO108
M,180718587,"[5200, 1310, 7300]","[{u'abbreviation': u'SSp-ll', u'color': u'188064', u'id': 337, u'name': u'Primary somatosensory area, lower limb'}, {u'abbreviation': u'SSp-ul', u'color': u'188064', u'id': 369, u'name': u'Primary somatosensory area, upper limb'}, {u'abbreviation': u'MOp', u'color': u'1F9D5A', u'id': 985, u'name': u'Primary motor area'}]",5,C57BL/6J,SSp-ul,188064,369,"Primary somatosensory area, upper limb",
M,479673174,"[9170, 2040, 1470]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}, {u'abbreviation': u'VISal', u'color': u'08858C', u'id': 402, u'name': u'Anterolateral visual area'}, {u'abbreviation': u'VISl', u'color': u'08858C', u'id': 409, u'name': u'Lateral visual area'}, {u'abbreviation': u'VISpl', u'color': u'08858C', u'id': 425, u'name': u'Posterolateral visual area'}, {u'abbreviation': u'VISli', u'color': u'08858C', u'id': 312782574, u'name': u'Laterointermediate area'}, {u'abbreviation': u'VISpor', u'color': u'08858C', u'id': 312782628, u'name': u'Postrhinal area'}]",35,B6.129,VISl,08858C,409,Lateral visual area,Emx1-IRES-Cre
M,180674463,"[6180, 6160, 5710]","[{u'abbreviation': u'PVH', u'color': u'FF5D50', u'id': 38, u'name': u'Paraventricular hypothalamic nucleus'}, {u'abbreviation': u'PVHd', u'color': u'FF4C3E', u'id': 63, u'name': u'Paraventricular hypothalamic nucleus, descending division'}, {u'abbreviation': u'AHN', u'color': u'FF4C3E', u'id': 88, u'name': u'Anterior hypothalamic nucleus'}, {u'abbreviation': u'PVi', u'color': u'FF5D50', u'id': 118, u'name': u'Periventricular hypothalamic nucleus, intermediate part'}, {u'abbreviation': u'PVpo', u'color': u'FF5547', u'id': 133, u'name': u'Periventricular hypothalamic nucleus, preoptic part'}, {u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'SBPV', u'color': u'FF5547', u'id': 347, u'name': u'Subparaventricular zone'}, {u'abbreviation': u'BST', u'color': u'B3C0DF', u'id': 351, u'name': u'Bed nuclei of the stria terminalis'}, {u'abbreviation': u'MPN', u'color': u'FF4C3E', u'id': 515, u'name': u'Medial preoptic nucleus'}, {u'abbreviation': u'MPO', u'color': u'FF5547', u'id': 523, u'name': u'Medial preoptic area'}, {u'abbreviation': u'DMH', u'color': u'FF5547', u'id': 830, u'name': u'Dorsomedial nucleus of the hypothalamus'}]",5,C57BL/6J,AHN,FF4C3E,88,Anterior hypothalamic nucleus,
M,142654100,"[9520, 3660, 9700]","[{u'abbreviation': u'SUB', u'color': u'4FC244', u'id': 502, u'name': u'Subiculum'}, {u'abbreviation': u'ENTl', u'color': u'32B825', u'id': 918, u'name': u'Entorhinal area, lateral part'}, {u'abbreviation': u'PERI', u'color': u'0E9684', u'id': 922, u'name': u'Perirhinal area'}, {u'abbreviation': u'VISpor', u'color': u'08858C', u'id': 312782628, u'name': u'Postrhinal area'}]",5,C57BL/6J,ENTl,32B825,918,"Entorhinal area, lateral part",
F,267703239,"[11420, 5880, 5680]","[{u'abbreviation': u'IRN', u'color': u'FFB3D9', u'id': 136, u'name': u'Intermediate reticular nucleus'}, {u'abbreviation': u'PRP', u'color': u'FFB3D9', u'id': 169, u'name': u'Nucleus prepositus'}, {u'abbreviation': u'MV', u'color': u'FFB3D9', u'id': 202, u'name': u'Medial vestibular nucleus'}, {u'abbreviation': u'SPIV', u'color': u'FFB3D9', u'id': 225, u'name': u'Spinal vestibular nucleus'}, {u'abbreviation': u'MARN', u'color': u'FFB3D9', u'id': 307, u'name': u'Magnocellular reticular nucleus'}, {u'abbreviation': u'PARN', u'color': u'FFB3D9', u'id': 852, u'name': u'Parvicellular reticular nucleus'}, {u'abbreviation': u'PGRNd', u'color': u'FFB3D9', u'id': 970, u'name': u'Paragigantocellular reticular nucleus, dorsal part'}, {u'abbreviation': u'GRN', u'color': u'FFB3D9', u'id': 1048, u'name': u'Gigantocellular reticular nucleus'}]",5,C57BL/6J,GRN,FFB3D9,1048,Gigantocellular reticular nucleus,Slc6a5-Cre_KF109
F,266174751,"[6930, 5610, 5760]","[{u'abbreviation': u'PVHd', u'color': u'FF4C3E', u'id': 63, u'name': u'Paraventricular hypothalamic nucleus, descending division'}, {u'abbreviation': u'AHN', u'color': u'FF4C3E', u'id': 88, u'name': u'Anterior hypothalamic nucleus'}, {u'abbreviation': u'RE', u'color': u'FF909F', u'id': 181, u'name': u'Nucleus of reuniens'}, {u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'MD', u'color': u'FF909F', u'id': 362, u'name': u'Mediodorsal nucleus of thalamus'}, {u'abbreviation': u'SMT', u'color': u'FF909F', u'id': 366, u'name': u'Submedial nucleus of the thalamus'}, {u'abbreviation': u'SPFm', u'color': u'FF8084', u'id': 414, u'name': u'Subparafascicular nucleus, magnocellular part'}, {u'abbreviation': u'VMH', u'color': u'FF4C3E', u'id': 693, u'name': u'Ventromedial hypothalamic nucleus'}, {u'abbreviation': u'ZI', u'color': u'F2483B', u'id': 797, u'name': u'Zona incerta'}, {u'abbreviation': u'DMH', u'color': u'FF5547', u'id': 830, u'name': u'Dorsomedial nucleus of the hypothalamus'}, {u'abbreviation': u'PCN', u'color': u'FF909F', u'id': 907, u'name': u'Paracentral nucleus'}, {u'abbreviation': u'PH', u'color': u'FF4C3E', u'id': 946, u'name': u'Posterior hypothalamic nucleus'}, {u'abbreviation': u'PR', u'color': u'FF909F', u'id': 1077, u'name': u'Perireunensis nucleus'}]",5,C57BL/6J,DMH,FF5547,830,Dorsomedial nucleus of the hypothalamus,Cart-Tg1-Cre
M,174583187,"[8510, 4650, 7080]","[{u'abbreviation': u'MRN', u'color': u'FF90FF', u'id': 128, u'name': u'Midbrain reticular nucleus'}, {u'abbreviation': u'RR', u'color': u'FF90FF', u'id': 246, u'name': u'Midbrain reticular nucleus, retrorubral area'}, {u'abbreviation': u'SNc', u'color': u'FFA6FF', u'id': 374, u'name': u'Substantia nigra, compact part'}, {u'abbreviation': u'SNr', u'color': u'FF90FF', u'id': 381, u'name': u'Substantia nigra, reticular part'}, {u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}, {u'abbreviation': u'SPFp', u'color': u'FF8084', u'id': 422, u'name': u'Subparafascicular nucleus, parvicellular part'}, {u'abbreviation': u'MG', u'color': u'FF8084', u'id': 475, u'name': u'Medial geniculate complex'}, {u'abbreviation': u'NB', u'color': u'FF7AFF', u'id': 580, u'name': u'Nucleus of the brachium of the inferior colliculus'}, {u'abbreviation': u'ZI', u'color': u'F2483B', u'id': 797, u'name': u'Zona incerta'}, {u'abbreviation': u'POL', u'color': u'FF909F', u'id': 1029, u'name': u'Posterior limiting nucleus of the thalamus'}, {u'abbreviation': u'PP', u'color': u'FF8084', u'id': 1044, u'name': u'Peripeduncular nucleus'}]",5,C57BL/6J,MRN,FF90FF,128,Midbrain reticular nucleus,
F,304617742,"[6640, 5680, 5660]","[{u'abbreviation': u'PVH', u'color': u'FF5D50', u'id': 38, u'name': u'Paraventricular hypothalamic nucleus'}, {u'abbreviation': u'PVHd', u'color': u'FF4C3E', u'id': 63, u'name': u'Paraventricular hypothalamic nucleus, descending division'}, {u'abbreviation': u'AHN', u'color': u'FF4C3E', u'id': 88, u'name': u'Anterior hypothalamic nucleus'}, {u'abbreviation': u'PVi', u'color': u'FF5D50', u'id': 118, u'name': u'Periventricular hypothalamic nucleus, intermediate part'}, {u'abbreviation': u'RE', u'color': u'FF909F', u'id': 181, u'name': u'Nucleus of reuniens'}, {u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'SBPV', u'color': u'FF5547', u'id': 347, u'name': u'Subparaventricular zone'}, {u'abbreviation': u'MD', u'color': u'FF909F', u'id': 362, u'name': u'Mediodorsal nucleus of thalamus'}, {u'abbreviation': u'SMT', u'color': u'FF909F', u'id': 366, u'name': u'Submedial nucleus of the thalamus'}, {u'abbreviation': u'VMH', u'color': u'FF4C3E', u'id': 693, u'name': u'Ventromedial hypothalamic nucleus'}, {u'abbreviation': u'ZI', u'color': u'F2483B', u'id': 797, u'name': u'Zona incerta'}, {u'abbreviation': u'DMH', u'color': u'FF5547', u'id': 830, u'name': u'Dorsomedial nucleus of the hypothalamus'}, {u'abbreviation': u'PCN', u'color': u'FF909F', u'id': 907, u'name': u'Paracentral nucleus'}, {u'abbreviation': u'PH', u'color': u'FF4C3E', u'id': 946, u'name': u'Posterior hypothalamic nucleus'}, {u'abbreviation': u'PR', u'color': u'FF909F', u'id': 1077, u'name': u'Perireunensis nucleus'}]",5,B6.129,DMH,FF5547,830,Dorsomedial nucleus of the hypothalamus,Slc17a6-IRES-Cre
M,113036264,"[5600, 3510, 9100]","[{u'abbreviation': u'SSp-m', u'color': u'188064', u'id': 345, u'name': u'Primary somatosensory area, mouth'}, {u'abbreviation': u'SSs', u'color': u'188064', u'id': 378, u'name': u'Supplemental somatosensory area'}, {u'abbreviation': u'VISC', u'color': u'11AD83', u'id': 677, u'name': u'Visceral area'}]",5,C57BL/6J,SSs,188064,378,Supplemental somatosensory area,
M,478095541,"[6650, 6860, 5090]","[{u'abbreviation': u'AHN', u'color': u'FF4C3E', u'id': 88, u'name': u'Anterior hypothalamic nucleus'}, {u'abbreviation': u'PVi', u'color': u'FF5D50', u'id': 118, u'name': u'Periventricular hypothalamic nucleus, intermediate part'}, {u'abbreviation': u'RCH', u'color': u'F2483B', u'id': 173, u'name': u'Retrochiasmatic area'}, {u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'ARH', u'color': u'FF5D50', u'id': 223, u'name': u'Arcuate hypothalamic nucleus'}, {u'abbreviation': u'SCH', u'color': u'FF5547', u'id': 286, u'name': u'Suprachiasmatic nucleus'}, {u'abbreviation': u'SBPV', u'color': u'FF5547', u'id': 347, u'name': u'Subparaventricular zone'}, {u'abbreviation': u'TU', u'color': u'F2483B', u'id': 614, u'name': u'Tuberal nucleus'}, {u'abbreviation': u'VMH', u'color': u'FF4C3E', u'id': 693, u'name': u'Ventromedial hypothalamic nucleus'}]",5,B6.129,RCH,F2483B,173,Retrochiasmatic area,Rasgrf2-2A-dCre
M,268076421,"[6870, 3560, 5950]","[{u'abbreviation': u'PVT', u'color': u'FF909F', u'id': 149, u'name': u'Paraventricular nucleus of the thalamus'}, {u'abbreviation': u'LH', u'color': u'FF909F', u'id': 186, u'name': u'Lateral habenula'}, {u'abbreviation': u'LP', u'color': u'FF909F', u'id': 218, u'name': u'Lateral posterior nucleus of the thalamus'}, {u'abbreviation': u'MD', u'color': u'FF909F', u'id': 362, u'name': u'Mediodorsal nucleus of thalamus'}, {u'abbreviation': u'CL', u'color': u'FF909F', u'id': 575, u'name': u'Central lateral nucleus of the thalamus'}, {u'abbreviation': u'PF', u'color': u'FF909F', u'id': 930, u'name': u'Parafascicular nucleus'}]",5,,MD,FF909F,362,Mediodorsal nucleus of thalamus,Vipr2-Cre_KE2
